success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0        261        871      0.418         10
      1          0               0        365       1324      0.392         10
      1          0               0        115        444      0.120         10
      1          0               0        335       1191      0.344         10
      1          0               0        181        571      0.176         10
      1          0               0        360       1569      0.369         10
      1          0               0        244        462      0.258         10
      1          0               0        238       1187      0.454         10
      1          0               0        249        948      0.316         10
      1          0               0        277        879      0.285         10
      1          0               0        217        960      0.221         10
      1          0               0        182        959      0.249         10
      1          0               0        333        834      0.359         10
      1          0               0        113        537      0.129         10
      1          0               0        245       1258      0.277         10
      1          0               0        251        924      0.264         10
      1          0               0        223        462      0.229         10
      1          0               0        278        843      0.285         10
      1          0               0        197        510      0.186         10
      1          0               0         92        444      0.093         10
      1          0               0        177        840      0.190         10
      1          0               0        268        622      0.272         10
      1          0               0        316        809      0.331         10
      1          0               0        265       1020      0.272         10
      1          0               0        304        926      0.309         10
      1          0               0        329       1045      0.346         10
      1          0               0        161        418      0.255         10
      1          0               0        240        553      0.237         10
      1          0               0        224        683      0.238         10
      1          0               0        164        449      0.178         10
      1          0               0        244       1131      0.396         10
      1          0               0        218       1033      0.285         10
      1          0               0        322       1424      0.393         10
      1          0               0        143        409      0.162         10
      1          0               0        186        706      0.217         10
      1          0               0        282       1151      0.445         10
      1          0               0        280        837      0.399         10
      1          0               0        363       1449      0.492         10
      1          0               0        217       1112      0.396         10
      1          0               0        235        816      0.287         10
      1          0               0        374       1904      0.442         10
      1          0               0        267        775      0.337         10
      1          0               0        197        683      0.215         10
      1          0               0        223        737      0.270         10
      1          0               0        280        625      0.310         10
      1          0               0        232        746      0.279         10
      1          0               0        122        609      0.158         10
      1          0               0        295        949      0.328         10
      1          0               0        217        724      0.353         10
      1          0               0        279        966      0.307         10
      1          0               0        228        567      0.283         10
      1          0               0        257        878      0.283         10
      1          0               0        262       1195      0.289         10
      1          0               0        265        819      0.319         10
      1          0               0        340       1511      0.430         10
      1          0               0        299       1307      0.348         10
      1          0               0        144        589      0.200         10
      1          0               0        169        468      0.193         10
      1          0               0        312       1317      0.393         10
      1          0               0        359       1298      0.407         10
      1          0               0        365       1257      0.448         10
      1          0               0        155        440      0.163         10
      1          0               0        205        781      0.234         10
      1          0               0        228       1102      0.465         10
      1          0               0        293        906      0.451         10
      1          0               0        281        558      0.313         10
      1          0               0        313        915      0.605         10
      1          0               0        165        388      0.211         10
      1          0               0        305        786      0.461         10
      1          0               0        209        506      0.261         10
      1          0               0        230        674      0.262         10
      1          0               0        131        438      0.149         10
      1          0               0        244        842      0.277         10
      1          0               0        325       1086      0.449         10
      1          0               0        304        647      0.338         10
      1          0               0        261        654      0.325         10
      1          0               0        295        907      0.374         10
      1          0               0         95        312      0.104         10
      1          0               0        224        642      0.275         10
      1          0               0         98        229      0.144         10
      1          0               0        244        873      0.435         10
      1          0               0        267        873      0.425         10
      1          0               0        263        946      0.473         10
      1          0               0        115        485      0.228         10
      1          0               0        225        840      0.263         10
      1          0               0        327        747      0.383         10
      1          0               0        300        767      0.416         10
      1          0               0        142        431      0.223         10
      1          0               0        403        987      0.651         10
      1          0               0        319       1275      0.544         10
      1          0               0        214        656      0.241         10
      1          0               0        336       1276      0.564         10
      1          0               0        208        519      0.266         10
      1          0               0        255        659      0.352         10
      1          0               0        198        657      0.231         10
      1          0               0        188        674      0.206         10
      1          0               0         94        358      0.103         10
      1          0               0        257        954      0.305         10
      1          0               0        331       1091      0.398         10
      1          0               0        254       1165      0.334         10
      1          0               0        235       1191      0.559         20
      1          0               0        205        883      0.454         20
      1          0               0        316       1854      0.789         20
      1          0               0        300       1552      0.699         20
      1          0               0        267        843      0.648         20
      1          0               0        280       1792      0.717         20
      1          0               0        296       1537      0.762         20
      1          0               0        306       2025      0.881         20
      1          0               0        292       2890      1.075         20
      1          0               0        277       1308      0.832         20
      1          0               0        195       1166      0.519         20
      1          0               0        278       1937      0.975         20
      1          0               0        464       2515      1.573         20
      1          0               0        205        910      0.453         20
      1          0               0        222       1227      0.573         20
      1          0               0        220       1441      0.514         20
      1          0               0        330       2854      0.765         20
      1          0               0        193       1427      0.431         20
      1          0               0        117        689      0.242         20
      1          0               0        271       1173      0.609         20
      1          0               0        271       1047      0.598         20
      1          0               0        441       2394      1.123         20
      1          0               0        318       2786      1.157         20
      1          0               0        315       1952      1.008         20
      1          0               0        139        783      0.535         20
      1          0               0        434       1786      1.248         20
      1          0               0        353       2063      0.970         20
      1          0               0        188       1068      0.446         20
      1          0               0        341       1263      0.812         20
      1          0               0        206       1269      0.471         20
      1          0               0        162       1128      0.365         20
      1          0               0        206       1230      0.567         20
      1          0               0        362       1886      1.058         20
      1          0               0        222       1080      0.586         20
      1          0               0        241       1333      0.766         20
      1          0               0        287       2131      0.847         20
      1          0               0        318       1266      0.744         20
      1          0               0        248        955      0.741         20
      1          0               0        273       2876      1.394         20
      1          0               0        319       2328      1.251         20
      1          0               0        443       2355      1.447         20
      1          0               0        146       1101      0.487         20
      1          0               0        271       1338      0.764         20
      1          0               0        266       1915      0.657         20
      1          0               0        193        733      0.573         20
      1          0               0        395       1972      1.328         20
      1          0               0        205       1449      0.489         20
      1          0               0        282       1569      0.720         20
      1          0               0        327       1391      0.842         20
      1          0               0        284       2185      0.737         20
      1          0               0        191       1121      0.445         20
      1          0               0        268       2288      0.691         20
      1          0               0        168       1153      0.394         20
      1          0               0        297       1350      0.868         20
      1          0               0        365       2035      1.299         20
      1          0               0        381       1516      0.965         20
      1          0               0        330       1882      0.868         20
      1          0               0        353       2007      0.903         20
      1          0               0        355       1738      0.960         20
      1          0               0        417       2058      1.146         20
      1          0               0        217       1014      0.470         20
      1          0               0        290       1343      0.670         20
      1          0               0        170       1605      0.565         20
      1          0               0        361       2576      1.039         20
      1          0               0        390       1956      0.949         20
      1          0               0        415       2173      0.957         20
      1          0               0        307       2437      0.958         20
      1          0               0        415       1081      1.066         20
      1          0               0        466       2809      1.114         20
      1          0               0        390       2846      1.048         20
      1          0               0        318       1730      0.787         20
      1          0               0        395       2399      1.072         20
      1          0               0        464       3407      1.146         20
      1          0               0        264       1424      0.696         20
      1          0               0        408       1859      1.006         20
      1          0               0        397       1759      0.940         20
      1          0               0        258       1346      0.625         20
      1          0               0        365       1601      0.850         20
      1          0               0        261       1449      0.703         20
      1          0               0        365       1896      0.870         20
      1          0               0        267       1368      0.644         20
      1          0               0        214       1183      0.509         20
      1          0               0        288       1081      0.675         20
      1          0               0        357       1682      1.147         20
      1          0               0        311       1932      0.782         20
      1          0               0        153        627      0.319         20
      1          0               0        280       1767      0.677         20
      1          0               0        343       1986      0.794         20
      1          0               0        368       1936      0.938         20
      1          0               0        292       2218      0.666         20
      1          0               0        300       1894      0.863         20
      1          0               0        464       1997      1.238         20
      1          0               0        208       1470      0.570         20
      1          0               0        232       1409      0.609         20
      1          0               0        393       2585      1.232         20
      1          0               0        282       1190      0.948         20
      1          0               0        361       1450      1.056         20
      1          0               0        338       1619      0.875         20
      1          0               0        153       1033      0.490         20
      1          0               0        387       2672      1.080         20
      1          0               0        363       3294      1.597         30
      1          0               0        272       1766      0.888         30
      1          0               0        501       3857      2.287         30
      1          0               0        336       2231      1.320         30
      1          0               0        369       2155      1.768         30
      1          0               0        303       2511      1.386         30
      1          0               0        309       2247      1.279         30
      1          0               0        281       3629      1.580         30
      1          0               0        369       3371      1.656         30
