number               collision            collision_obst       flowtime             makespan             runtime              success              sum_of_dists         max_dist            
10                   0                    0                    81                   17                   0.0                  100                  81.0                 17.0                
10                   0                    0                    175                  30                   0.0                  100                  174.0                30.0                
10                   0                    0                    52                   11                   0.0                  100                  52.0                 11.0                
10                   0                    0                    106                  18                   0.0                  100                  106.0                18.0                
10                   0                    0                    64                   11                   0.0                  100                  64.0                 11.0                
10                   0                    0                    130                  26                   0.0                  100                  130.0                26.0                
10                   0                    0                    99                   17                   0.0                  100                  99.0                 17.0                
10                   0                    0                    75                   18                   0.0                  100                  74.0                 18.0                
10                   0                    0                    96                   18                   0.0                  100                  96.0                 18.0                
10                   0                    0                    112                  21                   0.0                  100                  111.0                21.0                
10                   0                    0                    89                   15                   0.0                  100                  89.0                 15.0                
10                   0                    0                    55                   10                   0.0                  100                  55.0                 10.0                
10                   0                    0                    60                   10                   0.0                  100                  60.0                 10.0                
10                   0                    0                    49                   10                   0.0                  100                  49.0                 10.0                
10                   0                    0                    55                   12                   0.0                  100                  55.0                 12.0                
10                   0                    0                    216                  31                   0.0                  100                  216.0                31.0                
10                   0                    0                    47                   8                    0.0                  100                  47.0                 8.0                 
10                   0                    0                    72                   14                   0.0                  100                  72.0                 14.0                
10                   0                    0                    121                  17                   0.0                  100                  117.0                17.0                
10                   0                    0                    72                   14                   0.0                  100                  72.0                 14.0                
10                   0                    0                    80                   15                   0.0                  100                  80.0                 15.0                
10                   0                    0                    64                   15                   0.0                  100                  64.0                 15.0                
10                   0                    0                    60                   13                   0.0                  100                  60.0                 13.0                
10                   0                    0                    72                   13                   0.0                  100                  72.0                 13.0                
10                   0                    0                    73                   13                   0.0                  100                  73.0                 13.0                
10                   0                    0                    83                   15                   0.0                  100                  83.0                 15.0                
10                   0                    0                    115                  20                   0.0                  100                  115.0                20.0                
10                   0                    0                    40                   7                    0.0                  100                  40.0                 7.0                 
10                   0                    0                    56                   9                    0.0                  100                  56.0                 9.0                 
10                   0                    0                    58                   10                   0.0                  100                  58.0                 10.0                
10                   0                    0                    99                   15                   0.0                  100                  98.0                 15.0                
10                   0                    0                    166                  21                   0.0                  100                  166.0                21.0                
10                   0                    0                    76                   21                   0.0                  100                  76.0                 21.0                
10                   0                    0                    43                   8                    0.0                  100                  43.0                 8.0                 
10                   0                    0                    135                  27                   0.0                  100                  131.0                27.0                
10                   0                    0                    99                   23                   0.0                  100                  99.0                 23.0                
10                   0                    0                    79                   21                   0.0                  100                  79.0                 21.0                
10                   0                    0                    108                  20                   0.0                  100                  107.0                20.0                
10                   0                    0                    57                   11                   0.0                  100                  57.0                 11.0                
10                   0                    0                    68                   16                   0.0                  100                  61.0                 16.0                
10                   0                    0                    104                  20                   0.0                  100                  104.0                20.0                
10                   0                    0                    122                  18                   0.0                  100                  116.0                18.0                
