number               collision            collision_obst       flowtime             makespan             run_time             success              sum_of_dists         max_dist            
30                   0                    0                    397                  29                   0.001                100                  383.0                29.0                
30                   0                    0                    563                  41                   0.001                100                  562.0                41.0                
30                   0                    0                    593                  46                   0.001                100                  556.0                46.0                
30                   0                    0                    713                  42                   0.001                100                  713.0                42.0                
30                   0                    0                    367                  31                   0.001                100                  351.0                31.0                
30                   0                    0                    492                  37                   0.001                100                  486.0                37.0                
30                   0                    0                    534                  37                   0.001                100                  512.0                37.0                
30                   0                    0                    609                  40                   0.001                100                  604.0                40.0                
30                   0                    0                    699                  40                   0.001                100                  698.0                40.0                
30                   0                    0                    465                  41                   0.001                100                  463.0                41.0                
30                   0                    0                    354                  30                   0.001                100                  353.0                30.0                
30                   0                    0                    568                  49                   0.001                100                  536.0                49.0                
30                   0                    0                    739                  45                   0.001                100                  731.0                45.0                
30                   0                    0                    537                  33                   0.001                100                  528.0                33.0                
30                   0                    0                    696                  42                   0.001                100                  686.0                41.0                
30                   0                    0                    431                  38                   0.001                100                  428.0                38.0                
30                   0                    0                    573                  41                   0.001                100                  572.0                41.0                
30                   0                    0                    590                  46                   0.001                100                  561.0                46.0                
30                   0                    0                    403                  37                   0.001                100                  381.0                37.0                
30                   0                    0                    664                  45                   0.001                100                  620.0                45.0                
30                   0                    0                    679                  46                   0.001                100                  674.0                46.0                
30                   0                    0                    540                  32                   0.001                100                  522.0                32.0                
30                   0                    0                    502                  43                   0.001                100                  464.0                43.0                
30                   0                    0                    571                  35                   0.001                100                  569.0                35.0                
30                   0                    0                    759                  57                   0.002                100                  758.0                57.0                
30                   0                    0                    448                  34                   0.001                100                  448.0                34.0                
30                   0                    0                    748                  49                   0.001                100                  721.0                49.0                
30                   0                    0                    461                  30                   0.001                100                  447.0                30.0                
30                   0                    0                    470                  36                   0.001                100                  470.0                36.0                
30                   0                    0                    490                  30                   0.001                100                  463.0                30.0                
30                   0                    0                    454                  40                   0.001                100                  433.0                40.0                
30                   0                    0                    443                  36                   0.001                100                  442.0                36.0                
30                   0                    0                    911                  57                   0.002                100                  880.0                57.0                
30                   0                    0                    348                  32                   0.001                100                  347.0                31.0                
30                   0                    0                    561                  33                   0.001                100                  519.0                33.0                
30                   0                    0                    406                  49                   0.001                100                  406.0                49.0                
30                   0                    0                    626                  45                   0.001                100                  597.0                44.0                
30                   0                    0                    635                  33                   0.001                100                  625.0                33.0                
30                   0                    0                    298                  23                   0.0                  100                  293.0                23.0                
30                   0                    0                    657                  53                   0.001                100                  618.0                52.0                
30                   0                    0                    882                  46                   0.001                100                  881.0                46.0                
30                   0                    0                    779                  45                   0.001                100                  775.0                45.0                
30                   0                    0                    580                  40                   0.001                100                  579.0                40.0                
30                   0                    0                    830                  47                   0.002                100                  825.0                47.0                
30                   0                    0                    633                  40                   0.001                100                  631.0                39.0                
30                   0                    0                    806                  53                   0.002                100                  802.0                53.0                
30                   0                    0                    451                  34                   0.001                100                  447.0                34.0                
30                   0                    0                    690                  45                   0.001                100                  634.0                45.0                
30                   0                    0                    670                  49                   0.001                100                  658.0                49.0                
30                   0                    0                    505                  43                   0.001                100                  504.0                43.0                
30                   0                    0                    588                  35                   0.001                100                  553.0                35.0                
30                   0                    0                    579                  40                   0.001                100                  570.0                40.0                
30                   0                    0                    673                  50                   0.001                100                  643.0                50.0                
30                   0                    0                    525                  44                   0.001                100                  521.0                44.0                
30                   0                    0                    841                  53                   0.002                100                  836.0                53.0                
30                   0                    0                    471                  32                   0.001                100                  466.0                32.0                
30                   0                    0                    571                  34                   0.001                100                  534.0                34.0                
30                   0                    0                    352                  30                   0.0                  100                  344.0                30.0                
30                   0                    0                    601                  49                   0.001                100                  601.0                49.0                
30                   0                    0                    465                  38                   0.001                100                  465.0                38.0                
30                   0                    0                    383                  32                   0.001                100                  383.0                32.0                
30                   0                    0                    413                  33                   0.001                100                  383.0                33.0                
30                   0                    0                    650                  37                   0.001                100                  649.0                37.0                
30                   0                    0                    665                  54                   0.001                100                  665.0                54.0                
30                   0                    0                    872                  58                   0.002                100                  862.0                58.0                
30                   0                    0                    703                  48                   0.001                100                  686.0                48.0                
30                   0                    0                    727                  42                   0.001                100                  713.0                42.0                
30                   0                    0                    590                  36                   0.001                100                  582.0                36.0                
30                   0                    0                    695                  52                   0.002                100                  684.0                52.0                
30                   0                    0                    544                  38                   0.001                100                  536.0                38.0                
30                   0                    0                    431                  29                   0.001                100                  429.0                29.0                
30                   0                    0                    791                  42                   0.001                100                  752.0                42.0                
30                   0                    0                    499                  37                   0.001                100                  498.0                37.0                
30                   0                    0                    500                  41                   0.001                100                  498.0                41.0                
30                   0                    0                    680                  52                   0.001                100                  654.0                52.0                
30                   0                    0                    568                  40                   0.001                100                  567.0                40.0                
30                   0                    0                    541                  32                   0.001                100                  520.0                31.0                
30                   0                    0                    586                  42                   0.001                100                  584.0                42.0                
30                   0                    0                    539                  41                   0.001                100                  530.0                41.0                
30                   0                    0                    460                  34                   0.001                100                  459.0                34.0                
30                   0                    0                    522                  35                   0.001                100                  501.0                35.0                
30                   0                    0                    445                  29                   0.001                100                  445.0                29.0                
30                   0                    0                    529                  57                   0.002                100                  529.0                57.0                
30                   0                    0                    471                  32                   0.001                100                  470.0                32.0                
30                   0                    0                    642                  45                   0.001                100                  642.0                45.0                
30                   0                    0                    371                  34                   0.001                100                  358.0                34.0                
30                   0                    0                    457                  34                   0.001                100                  429.0                33.0                
30                   0                    0                    464                  40                   0.001                100                  457.0                40.0                
30                   0                    0                    647                  48                   0.001                100                  638.0                48.0                
30                   0                    0                    645                  47                   0.001                100                  620.0                47.0                
30                   0                    0                    609                  39                   0.001                100                  547.0                39.0                
30                   0                    0                    527                  42                   0.001                100                  519.0                42.0                
30                   0                    0                    607                  43                   0.001                100                  601.0                43.0                
30                   0                    0                    411                  28                   0.001                100                  403.0                28.0                
30                   0                    0                    822                  55                   0.002                100                  806.0                55.0                
30                   0                    0                    607                  35                   0.001                100                  603.0                35.0                
30                   0                    0                    490                  36                   0.001                100                  448.0                36.0                
30                   0                    0                    587                  43                   0.001                100                  583.0                43.0                
30                   0                    0                    470                  31                   0.001                100                  455.0                31.0                
30                   0                    0                    506                  35                   0.001                100                  498.0                35.0                
30                   0                    0                    619                  36                   0.001                100                  607.0                36.0                
30                   0                    0                    683                  44                   0.001                100                  678.0                44.0                
30                   0                    0                    717                  43                   0.001                100                  703.0                43.0                
30                   0                    0                    589                  47                   0.001                100                  572.0                45.0                
30                   0                    0                    724                  47                   0.001                100                  698.0                47.0                
30                   0                    0                    571                  47                   0.001                100                  569.0                47.0                
30                   0                    0                    392                  34                   0.001                100                  368.0                34.0                
30                   0                    0                    483                  35                   0.001                100                  483.0                35.0                
30                   0                    0                    530                  40                   0.001                100                  498.0                40.0                
30                   0                    0                    669                  40                   0.001                100                  653.0                40.0                
30                   0                    0                    731                  49                   0.001                100                  720.0                49.0                
30                   0                    0                    453                  32                   0.001                100                  453.0                32.0                
30                   0                    0                    626                  41                   0.001                100                  557.0                41.0                
30                   0                    0                    432                  27                   0.0                  100                  429.0                27.0                
30                   0                    0                    346                  29                   0.001                100                  340.0                29.0                
30                   0                    0                    568                  40                   0.001                100                  563.0                40.0                
30                   0                    0                    443                  32                   0.001                100                  439.0                32.0                
30                   0                    0                    492                  31                   0.001                100                  492.0                31.0                
30                   0                    0                    539                  39                   0.001                100                  535.0                39.0                
30                   0                    0                    509                  29                   0.001                100                  506.0                29.0                
30                   0                    0                    678                  45                   0.001                100                  665.0                44.0                
30                   0                    0                    607                  35                   0.001                100                  603.0                35.0                
30                   0                    0                    528                  41                   0.001                100                  513.0                41.0                
30                   0                    0                    637                  35                   0.001                100                  606.0                35.0                
30                   0                    0                    647                  48                   0.001                100                  645.0                47.0                
30                   0                    0                    646                  44                   0.001                100                  623.0                44.0                
30                   0                    0                    691                  36                   0.001                100                  635.0                36.0                
30                   0                    0                    640                  40                   0.001                100                  614.0                40.0                
30                   0                    0                    850                  51                   0.002                100                  800.0                51.0                
30                   0                    0                    569                  46                   0.001                100                  569.0                46.0                
30                   0                    0                    657                  57                   0.002                100                  649.0                57.0                
30                   0                    0                    618                  47                   0.001                100                  605.0                46.0                
30                   0                    0                    780                  42                   0.001                100                  777.0                42.0                
30                   0                    0                    867                  51                   0.001                100                  855.0                51.0                
30                   0                    0                    628                  50                   0.001                100                  596.0                50.0                
30                   0                    0                    661                  45                   0.001                100                  649.0                45.0                
30                   0                    0                    446                  43                   0.001                100                  407.0                43.0                
30                   0                    0                    448                  48                   0.001                100                  448.0                48.0                
30                   0                    0                    589                  38                   0.001                100                  588.0                38.0                
30                   0                    0                    675                  44                   0.001                100                  675.0                44.0                
30                   0                    0                    547                  35                   0.001                100                  547.0                35.0                
30                   0                    0                    481                  29                   0.001                100                  481.0                29.0                
30                   0                    0                    410                  33                   0.001                100                  404.0                32.0                
30                   0                    0                    553                  46                   0.001                100                  491.0                46.0                
30                   0                    0                    472                  34                   0.001                100                  469.0                34.0                
30                   0                    0                    564                  36                   0.001                100                  564.0                36.0                
30                   0                    0                    429                  33                   0.001                100                  429.0                33.0                
30                   0                    0                    607                  40                   0.001                100                  579.0                40.0                
30                   0                    0                    620                  41                   0.001                100                  606.0                41.0                
30                   0                    0                    500                  39                   0.001                100                  498.0                39.0                
30                   0                    0                    614                  48                   0.001                100                  613.0                48.0                
30                   0                    0                    622                  45                   0.001                100                  585.0                45.0                
30                   0                    0                    1054                 54                   0.002                100                  1053.0               54.0                
30                   0                    0                    870                  47                   0.002                100                  855.0                47.0                
30                   0                    0                    704                  47                   0.001                100                  672.0                47.0                
30                   0                    0                    559                  35                   0.001                100                  556.0                35.0                
30                   0                    0                    489                  33                   0.001                100                  486.0                33.0                
30                   0                    0                    606                  33                   0.001                100                  575.0                33.0                
30                   0                    0                    539                  36                   0.001                100                  537.0                36.0                
30                   0                    0                    550                  40                   0.001                100                  547.0                39.0                
30                   0                    0                    382                  26                   0.001                100                  381.0                26.0                
30                   0                    0                    525                  32                   0.001                100                  513.0                32.0                
30                   0                    0                    564                  44                   0.001                100                  562.0                43.0                
30                   0                    0                    612                  42                   0.001                100                  579.0                42.0                
30                   0                    0                    497                  39                   0.001                100                  497.0                39.0                
30                   0                    0                    445                  30                   0.001                100                  421.0                30.0                
30                   0                    0                    450                  44                   0.001                100                  446.0                43.0                
30                   0                    0                    545                  38                   0.001                100                  545.0                38.0                
30                   0                    0                    558                  34                   0.001                100                  543.0                34.0                
30                   0                    0                    633                  37                   0.001                100                  631.0                37.0                
30                   0                    0                    384                  33                   0.001                100                  384.0                33.0                
30                   0                    0                    499                  40                   0.001                100                  479.0                40.0                
30                   0                    0                    428                  43                   0.001                100                  427.0                43.0                
30                   0                    0                    645                  41                   0.001                100                  601.0                41.0                
30                   0                    0                    568                  40                   0.001                100                  566.0                39.0                
30                   0                    0                    494                  32                   0.001                100                  493.0                32.0                
30                   0                    0                    498                  41                   0.001                100                  479.0                41.0                
30                   0                    0                    842                  43                   0.001                100                  831.0                43.0                
30                   0                    0                    387                  28                   0.001                100                  387.0                28.0                
30                   0                    0                    534                  40                   0.001                100                  530.0                40.0                
30                   0                    0                    306                  40                   0.001                100                  306.0                40.0                
30                   0                    0                    579                  37                   0.001                100                  565.0                37.0                
30                   0                    0                    803                  60                   0.002                100                  792.0                60.0                
30                   0                    0                    726                  52                   0.001                100                  678.0                52.0                
30                   0                    0                    783                  49                   0.001                100                  781.0                49.0                
30                   0                    0                    451                  31                   0.001                100                  451.0                31.0                
30                   0                    0                    715                  41                   0.001                100                  700.0                41.0                
30                   0                    0                    484                  34                   0.001                100                  469.0                34.0                
30                   0                    0                    429                  35                   0.001                100                  421.0                35.0                
30                   0                    0                    453                  44                   0.001                100                  452.0                44.0                
30                   0                    0                    698                  47                   0.001                100                  679.0                47.0                
30                   0                    0                    616                  43                   0.001                100                  580.0                43.0                
30                   0                    0                    345                  27                   0.0                  100                  335.0                27.0                
30                   0                    0                    521                  44                   0.001                100                  521.0                44.0                
30                   0                    0                    407                  31                   0.001                100                  406.0                31.0                
30                   0                    0                    665                  46                   0.001                100                  664.0                46.0                
30                   0                    0                    410                  39                   0.001                100                  405.0                39.0                
30                   0                    0                    578                  47                   0.001                100                  577.0                47.0                
30                   0                    0                    717                  45                   0.001                100                  689.0                45.0                
30                   0                    0                    696                  51                   0.001                100                  624.0                51.0                
30                   0                    0                    369                  26                   0.0                  100                  368.0                26.0                
30                   0                    0                    870                  60                   0.002                100                  795.0                60.0                
30                   0                    0                    763                  43                   0.001                100                  742.0                43.0                
30                   0                    0                    502                  38                   0.001                100                  482.0                38.0                
40                   0                    0                    719                  34                   0.001                100                  697.0                33.0                
40                   0                    0                    827                  44                   0.003                100                  814.0                44.0                
40                   0                    0                    991                  52                   0.003                100                  966.0                52.0                
40                   0                    0                    953                  43                   0.002                100                  935.0                43.0                
40                   0                    0                    755                  40                   0.002                100                  711.0                40.0                
40                   0                    0                    461                  31                   0.001                100                  452.0                31.0                
40                   0                    0                    596                  33                   0.001                100                  565.0                33.0                
40                   0                    0                    617                  45                   0.003                100                  612.0                45.0                
40                   0                    0                    584                  36                   0.002                100                  558.0                36.0                
40                   0                    0                    593                  43                   0.002                100                  560.0                43.0                
40                   0                    0                    750                  40                   0.002                100                  743.0                40.0                
40                   0                    0                    697                  42                   0.002                100                  632.0                42.0                
40                   0                    0                    765                  44                   0.002                100                  750.0                44.0                
40                   0                    0                    628                  31                   0.001                100                  599.0                30.0                
40                   0                    0                    457                  33                   0.001                100                  444.0                33.0                
40                   0                    0                    925                  45                   0.002                100                  891.0                44.0                
40                   0                    0                    738                  45                   0.002                100                  728.0                45.0                
40                   0                    0                    640                  38                   0.002                100                  631.0                38.0                
40                   0                    0                    950                  42                   0.002                100                  944.0                42.0                
40                   0                    0                    839                  48                   0.002                100                  732.0                48.0                
40                   0                    0                    531                  35                   0.002                100                  465.0                35.0                
40                   0                    0                    1036                 53                   0.003                100                  1017.0               52.0                
40                   0                    0                    663                  31                   0.001                100                  609.0                31.0                
40                   0                    0                    687                  39                   0.002                100                  685.0                38.0                
40                   0                    0                    538                  38                   0.002                100                  537.0                38.0                
40                   0                    0                    565                  39                   0.002                100                  550.0                39.0                
40                   0                    0                    915                  56                   0.002                100                  881.0                55.0                
40                   0                    0                    891                  41                   0.002                100                  885.0                40.0                
40                   0                    0                    665                  41                   0.001                100                  662.0                40.0                
40                   0                    0                    537                  31                   0.001                100                  529.0                31.0                
40                   0                    0                    631                  40                   0.002                100                  620.0                40.0                
40                   0                    0                    622                  38                   0.001                100                  619.0                38.0                
40                   0                    0                    796                  38                   0.002                100                  747.0                38.0                
40                   0                    0                    857                  43                   0.002                100                  846.0                43.0                
40                   0                    0                    945                  47                   0.002                100                  933.0                47.0                
