success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0         77        121      0.021          2
      1          0               0         49         88      0.013          2
      1          0               0         44         73      0.011          2
      1          0               0         53         68      0.014          2
      1          0               0         62        122      0.016          2
      1          0               0         77        148      0.027          3
      1          0               0         49        107      0.017          3
      1          0               0         69        141      0.023          3
      1          0               0         85        153      0.030          3
      1          0               0         62        137      0.021          3
      1          0               0         76        205      0.034          4
      1          0               0         86        193      0.038          4
      1          0               0         68        193      0.028          4
      1          0               0         85        174      0.036          4
      1          0               0         61        160      0.026          4
      1          0               0         76        233      0.039          5
      1          0               0         86        233      0.041          5
      1          0               0         68        199      0.033          5
      1          0               0         85        196      0.040          5
      1          0               0         61        168      0.030          5
