success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0         42        243      0.035         10
      1          0               0         48        581      0.085         20
      1          0               0         49        838      0.131         30
      1          0               0         51       1077      0.210         40
      1          0               0         47       1369      0.263         50
      1          0               0         46       1695      0.335         60
      1          0               0         51       2039      0.511         70
      1          0               0         53       2359      0.691         80
      1          0               0         56       2657      1.160         90
      1          0               0         64       3157      1.644        100
      1          0               0         47        247      0.038         10
      1          0               0         49        468      0.077         20
      1          0               0         48        736      0.118         30
      1          0               0         48        973      0.167         40
      1          0               0         48       1211      0.262         50
      1          0               0         51       1507      0.342         60
      1          0               0         49       1912      0.484         70
      1          0               0         58       2301      0.738         80
      1          0               0         56       2690      1.032         90
      1          0               0         52       2906      1.267        100
      1          0               0         40        277      0.033         10
      1          0               0         41        550      0.069         20
      1          0               0         42        804      0.108         30
      1          0               0         41       1052      0.157         40
      1          0               0         41       1323      0.226         50
      1          0               0         42       1616      0.292         60
      1          0               0         42       1863      0.404         70
      1          0               0         56       2295      0.710         80
      1          0               0         56       2553      0.973         90
      1          0               0         57       2818      1.230        100
      1          0               0         37        241      0.031         10
      1          0               0         41        492      0.065         20
      1          0               0         47        813      0.114         30
      1          0               0         45       1063      0.170         40
      1          0               0         45       1372      0.243         50
      1          0               0         47       1663      0.308         60
      1          0               0         50       2103      0.449         70
      1          0               0         51       2453      0.653         80
      1          0               0         49       2779      1.003         90
      1          0               0         56       3064      1.332        100
      1          0               0         37        268      0.030         10
      1          0               0         46        570      0.075         20
      1          0               0         46        899      0.119         30
      1          0               0         47       1159      0.166         40
      1          0               0         47       1526      0.238         50
      1          0               0         47       1863      0.315         60
      1          0               0         50       2168      0.495         70
      1          0               0         48       2470      0.643         80
      1          0               0         52       2817      0.945         90
      1          0               0         56       3151      1.354        100
      1          0               0         48        274      0.041         10
      1          0               0         49        584      0.081         20
      1          0               0         49        872      0.122         30
      1          0               0         48       1151      0.171         40
      1          0               0         46       1379      0.229         50
      1          0               0         55       1798      0.390         60
      1          0               0         55       2133      0.557         70
      1          0               0         53       2428      0.724         80
      1          0               0         52       2743      1.048         90
      1          0               0         53       3115      1.443        100
      1          0               0         44        267      0.039         10
      1          0               0         44        521      0.073         20
      1          0               0         45        789      0.115         30
      1          0               0         42       1085      0.151         40
      1          0               0         48       1348      0.253         50
      1          0               0         49       1755      0.337         60
      1          0               0         52       2035      0.465         70
      1          0               0         53       2457      0.648         80
      1          0               0         51       2780      0.885         90
      1          0               0         55       3101      1.379        100
      1          0               0         48        289      0.039         10
      1          0               0         48        553      0.074         20
      1          0               0         47        808      0.124         30
      1          0               0         51       1114      0.185         40
      1          0               0         49       1458      0.240         50
      1          0               0         49       1761      0.330         60
      1          0               0         57       2095      0.507         70
      1          0               0         57       2431      0.807         80
      1          0               0         55       2635      1.094         90
      1          0               0         57       2998      1.464        100
      1          0               0         41        288      0.080         10
      1          0               0         40        557      0.068         20
      1          0               0         44        842      0.121         30
      1          0               0         51       1148      0.198         40
      1          0               0         53       1485      0.320         50
      1          0               0         56       1778      0.458         60
      1          0               0         53       2135      0.550         70
      1          0               0         53       2552      0.820         80
      1          0               0         53       2838      1.061         90
      1          0               0         52       3185      1.360        100
      1          0               0         51        304      0.042         10
      1          0               0         51        540      0.081         20
      1          0               0         50        885      0.139         30
      1          0               0         55       1153      0.219         40
      1          0               0         54       1428      0.282         50
      1          0               0         53       1702      0.357         60
      1          0               0         55       2067      0.507         70
      1          0               0         56       2288      0.666         80
      1          0               0         54       2501      0.839         90
      1          0               0         57       2901      1.246        100
      1          0               0         46        276      0.039         10
      1          0               0         46        500      0.073         20
      1          0               0         56        846      0.146         30
      1          0               0         55       1155      0.195         40
      1          0               0         55       1433      0.268         50
      1          0               0         55       1823      0.351         60
      1          0               0         56       2130      0.462         70
      1          0               0         57       2447      0.664         80
      1          0               0         58       2771      1.026         90
      1          0               0         56       3070      1.348        100
      1          0               0         49        317      0.041         10
      1          0               0         49        589      0.085         20
      1          0               0         48        887      0.128         30
      1          0               0         48       1112      0.178         40
      1          0               0         55       1487      0.302         50
      1          0               0         53       1712      0.354         60
      1          0               0         51       2008      0.468         70
      1          0               0         53       2294      0.571         80
      1          0               0         53       2638      0.735         90
      1          0               0         52       3073      1.081        100
      1          0               0         43        270      0.035         10
      1          0               0         42        541      0.070         20
      1          0               0         49        835      0.123         30
      1          0               0         51       1161      0.194         40
      1          0               0         51       1482      0.261         50
      1          0               0         49       1786      0.344         60
      1          0               0         51       2129      0.507         70
      1          0               0         54       2407      0.650         80
      1          0               0         56       2676      0.834         90
      1          0               0         54       3110      1.104        100
      1          0               0         45        294      0.039         10
      1          0               0         44        566      0.075         20
      1          0               0         45        837      0.116         30
      1          0               0         51       1175      0.189         40
      1          0               0         51       1547      0.279         50
      1          0               0         52       1855      0.397         60
      1          0               0         53       2184      0.523         70
      1          0               0         58       2461      0.700         80
      1          0               0         55       2772      1.023         90
      1          0               0         53       3071      1.306        100
      1          0               0         45        266      0.037         10
      1          0               0         48        610      0.079         20
      1          0               0         52        950      0.133         30
      1          0               0         47       1272      0.177         40
      1          0               0         48       1591      0.252         50
      1          0               0         53       1902      0.380         60
      1          0               0         59       2211      0.555         70
      1          0               0         54       2454      0.658         80
      1          0               0         60       2829      0.883         90
      1          0               0         53       3126      1.265        100
      1          0               0         47        341      0.039         10
      1          0               0         47        604      0.080         20
      1          0               0         46        855      0.125         30
      1          0               0         51       1241      0.207         40
      1          0               0         55       1561      0.291         50
      1          0               0         55       1893      0.451         60
      1          0               0         56       2252      0.598         70
      1          0               0         54       2561      0.833         80
      1          0               0         60       2905      1.271         90
      1          0               0         58       3162      1.963        100
      1          0               0         49        262      0.040         10
      1          0               0         49        512      0.078         20
      1          0               0         49        860      0.121         30
      1          0               0         49       1185      0.172         40
      1          0               0         54       1530      0.281         50
      1          0               0         57       1838      0.395         60
      1          0               0         55       2104      0.500         70
      1          0               0         56       2503      0.709         80
      1          0               0         51       2899      0.905         90
      1          0               0         52       3249      1.408        100
      1          0               0         45        285      0.037         10
      1          0               0         45        585      0.074         20
      1          0               0         45        849      0.118         30
      1          0               0         46       1143      0.176         40
      1          0               0         47       1396      0.249         50
      1          0               0         51       1768      0.366         60
      1          0               0         48       2106      0.460         70
      1          0               0         49       2432      0.689         80
      1          0               0         51       2760      0.853         90
      1          0               0         52       3043      1.148        100
      1          0               0         47        225      0.038         10
      1          0               0         49        564      0.079         20
      1          0               0         48        840      0.121         30
      1          0               0         48       1132      0.168         40
      1          0               0         49       1454      0.250         50
      1          0               0         47       1829      0.349         60
      1          0               0         49       2120      0.499         70
      1          0               0         57       2441      0.772         80
      1          0               0         59       2826      0.956         90
      1          0               0         63       3232      1.475        100
      1          0               0         51        218      0.042         10
      1          0               0         51        517      0.081         20
      1          0               0         51        763      0.132         30
      1          0               0         51       1017      0.192         40
      1          0               0         58       1419      0.328         50
      1          0               0         61       1724      0.518         60
      1          0               0         61       2000      0.708         70
      1          0               0         60       2382      1.009         80
      1          0               0         59       2760      1.433         90
      1          0               0         61       3129      1.809        100
      1          0               0         47        232      0.040         10
      1          0               0         46        526      0.074         20
      1          0               0         46        855      0.124         30
      1          0               0         50       1217      0.192         40
      1          0               0         52       1564      0.267         50
      1          0               0         50       1771      0.326         60
      1          0               0         50       2098      0.431         70
      1          0               0         51       2350      0.611         80
      1          0               0         50       2649      0.954         90
      1          0               0         51       2988      1.315        100
      1          0               0         49        314      0.041         10
      1          0               0         54        557      0.085         20
      1          0               0         54        786      0.130         30
      1          0               0         53       1029      0.179         40
      1          0               0         52       1332      0.235         50
      1          0               0         52       1607      0.302         60
      1          0               0         50       1875      0.381         70
      1          0               0         52       2236      0.501         80
      1          0               0         52       2554      0.658         90
      1          0               0         51       2854      0.851        100
      1          0               0         32        214      0.026         10
      1          0               0         45        500      0.071         20
      1          0               0         48        797      0.123         30
      1          0               0         54       1093      0.194         40
      1          0               0         52       1395      0.267         50
      1          0               0         54       1782      0.411         60
      1          0               0         52       2070      0.579         70
      1          0               0         50       2375      0.873         80
      1          0               0         51       2755      1.201         90
      1          0               0         51       3221      1.822        100
      1          0               0         44        270      0.036         10
      1          0               0         50        548      0.079         20
      1          0               0         49        850      0.127         30
      1          0               0         51       1075      0.181         40
      1          0               0         50       1306      0.242         50
      1          0               0         51       1624      0.337         60
      1          0               0         51       1836      0.442         70
      1          0               0         50       2132      0.658         80
      1          0               0         51       2428      0.921         90
      1          0               0         52       2895      1.335        100
      1          0               0         34        234      0.030         10
      1          0               0         45        579      0.071         20
      1          0               0         44        823      0.124         30
      1          0               0         44       1133      0.179         40
      1          0               0         50       1422      0.284         50
      1          0               0         50       1604      0.368         60
      1          0               0         51       1884      0.550         70
      1          0               0         51       2374      0.788         80
      1          0               0         54       2695      1.086         90
      1          0               0         54       3007      1.770        100
      1          0               0         46        291      0.039         10
      1          0               0         46        526      0.073         20
      1          0               0         46        807      0.117         30
      1          0               0         50       1138      0.178         40
      1          0               0         52       1401      0.255         50
      1          0               0         50       1666      0.312         60
      1          0               0         51       2000      0.415         70
      1          0               0         50       2358      0.656         80
      1          0               0         56       2644      0.830         90
      1          0               0         57       3217      1.330        100
      1          0               0         44        245      0.037         10
      1          0               0         54        570      0.085         20
      1          0               0         52        830      0.126         30
      1          0               0         52       1098      0.173         40
      1          0               0         52       1512      0.241         50
      1          0               0         52       1813      0.324         60
      1          0               0         52       2081      0.421         70
      1          0               0         58       2484      0.666         80
      1          0               0         53       2784      0.856         90
      1          0               0         54       3166      1.280        100
      1          0               0         56        279      0.046         10
      1          0               0         55        583      0.087         20
      1          0               0         55        847      0.139         30
