success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0        192        463      0.100          5
      1          0               0         65        123      0.034          5
      1          0               0        139        312      0.096          5
      1          0               0        271        693      0.143          5
      1          0               0        121        304      0.062          5
      1          0               0        137        259      0.072          5
      1          0               0        176        280      0.088          5
      1          0               0         98        262      0.050          5
      1          0               0         86        251      0.044          5
      1          0               0        156        410      0.081          5
      1          0               0        252        582      0.139          5
      1          0               0        230        453      0.118          5
      1          0               0        205        417      0.104          5
      1          0               0         58        118      0.028          5
      1          0               0        238        519      0.123          5
      1          0               0        217        385      0.111          5
      1          0               0         99        190      0.051          5
      1          0               0        126        234      0.064          5
      1          0               0        116        198      0.060          5
      1          0               0        212        599      0.110          5
      1          0               0        131        445      0.069          5
      1          0               0         86        138      0.043          5
      1          0               0        128        224      0.063          5
      1          0               0        134        213      0.068          5
      1          0               0        236        542      0.122          5
      1          0               0         28         87      0.015          5
      1          0               0        142        423      0.076          5
      1          0               0         22         57      0.011          5
      1          0               0         51        136      0.027          5
      1          0               0         89        243      0.046          5
      1          0               0        109        213      0.053          5
      1          0               0        244        327      0.126          5
      1          0               0         23         79      0.012          5
      1          0               0        199        375      0.138          5
      1          0               0         64        129      0.031          5
      1          0               0        116        347      0.060          5
      1          0               0        318        687      0.164          5
      1          0               0        169        459      0.091          5
      1          0               0        115        324      0.060          5
      1          0               0        142        369      0.073          5
      1          0               0        202        317      0.103          5
      1          0               0        295        449      0.171          5
      1          0               0        190        263      0.095          5
      1          0               0        224        427      0.116          5
      1          0               0        258        421      0.134          5
      1          0               0        158        385      0.086          5
      1          0               0        152        255      0.076          5
      1          0               0        165        296      0.086          5
      1          0               0        165        446      0.086          5
      1          0               0        183        466      0.093          5
      1          0               0        192        412      0.114          6
      1          0               0         71        127      0.040          6
      1          0               0        293        479      0.172          6
      1          0               0        272        753      0.168          6
      1          0               0        143        387      0.084          6
      1          0               0        167        409      0.106          6
      1          0               0         90        199      0.051          6
      1          0               0        114        280      0.068          6
      1          0               0        272        475      0.160          6
      1          0               0        213        586      0.128          6
      1          0               0        326        714      0.215          6
      1          0               0        280        730      0.175          6
      1          0               0        204        507      0.120          6
      1          0               0        294        391      0.175          6
      1          0               0        253        400      0.148          6
      1          0               0        269        559      0.162          6
      1          0               0        158        337      0.094          6
      1          0               0        144        261      0.084          6
      1          0               0        173        426      0.106          6
      1          0               0        212        546      0.129          6
      1          0               0        140        495      0.082          6
      1          0               0        175        263      0.102          6
      1          0               0        128        229      0.074          6
      1          0               0         37        113      0.021          6
      1          0               0        257        675      0.155          6
      1          0               0         28        101      0.016          6
      1          0               0        142        439      0.088          6
      1          0               0         22         78      0.013          6
      1          0               0         48        141      0.029          6
      1          0               0         89        256      0.053          6
      1          0               0        176        493      0.103          6
      1          0               0        131        248      0.075          6
      1          0               0         54        151      0.031          6
      1          0               0        209        409      0.130          6
      1          0               0         86        203      0.050          6
      1          0               0        133        318      0.077          6
      1          0               0        235        566      0.140          6
      1          0               0        246        702      0.159          6
      1          0               0        142        363      0.084          6
      1          0               0        180        510      0.107          6
      1          0               0        220        462      0.133          6
      1          0               0        343        574      0.242          6
      1          0               0        224        457      0.133          6
      1          0               0        219        510      0.133          6
      1          0               0        187        473      0.118          6
      1          0               0        162        399      0.099          6
      1          0               0        211        420      0.130          6
      1          0               0        166        312      0.101          6
      1          0               0        156        459      0.092          6
      1          0               0        282        800      0.174          6
      1          0               0        212        462      0.144          7
      1          0               0        178        353      0.119          7
      1          0               0        172        431      0.115          7
      1          0               0        144        367      0.098          7
      1          0               0        179        549      0.126          7
      1          0               0        182        533      0.130          7
      1          0               0        310        424      0.204          7
      1          0               0        182        523      0.129          7
      1          0               0        150        408      0.100          7
      1          0               0        108        398      0.078          7
      1          0               0        370        928      0.255          7
      1          0               0        230        576      0.158          7
      1          0               0        123        349      0.081          7
      1          0               0        316        645      0.221          7
      1          0               0        116        279      0.079          7
      1          0               0        220        455      0.155          7
      1          0               0        158        461      0.112          7
      1          0               0        279        502      0.193          7
      1          0               0        185        502      0.133          7
      1          0               0        237        770      0.178          7
      1          0               0        153        643      0.102          7
      1          0               0        223        429      0.149          7
      1          0               0         74        205      0.049          7
      1          0               0         40        146      0.026          7
      1          0               0        262        667      0.221          7
      1          0               0        171        266      0.112          7
      1          0               0        179        513      0.127          7
      1          0               0         94        221      0.063          7
      1          0               0        168        296      0.114          7
      1          0               0         88        274      0.060          7
      1          0               0        194        581      0.133          7
      1          0               0        131        250      0.087          7
      1          0               0         69        288      0.046          7
      1          0               0        220        423      0.151          7
      1          0               0         71        190      0.046          7
      1          0               0        349        564      0.235          7
      1          0               0        265        578      0.178          7
      1          0               0        259        554      0.183          7
      1          0               0        136        376      0.093          7
      1          0               0        231        799      0.163          7
      1          0               0        220        493      0.169          7
      1          0               0        296        760      0.221          7
      1          0               0        283        673      0.195          7
      1          0               0        119        343      0.080          7
      1          0               0        188        646      0.138          7
      1          0               0        135        300      0.091          7
      1          0               0        156        424      0.106          7
      1          0               0        210        517      0.145          7
      1          0               0        209        548      0.136          7
      1          0               0        281        716      0.188          7
      1          0               0        115        313      0.082          8
      1          0               0        177        404      0.129          8
      1          0               0        324        986      0.249          8
      1          0               0        147        367      0.108          8
      1          0               0        145        478      0.111          8
      1          0               0        189        671      0.154          8
      1          0               0        310        440      0.219          8
      1          0               0        254        770      0.195          8
      1          0               0        321        639      0.236          8
      1          0               0        108        474      0.085          8
      1          0               0        373       1029      0.281          8
      1          0               0        258        618      0.188          8
      1          0               0         74        226      0.051          8
      1          0               0        326        739      0.246          8
      1          0               0        253        477      0.184          8
      1          0               0        326        666      0.244          8
      1          0               0        205        643      0.153          8
      1          0               0        233        485      0.191          8
      1          0               0        185        554      0.143          8
      1          0               0        236        870      0.193          8
      1          0               0        198        946      0.151          8
      1          0               0        222        871      0.161          8
      1          0               0        135        301      0.097          8
      1          0               0         87        234      0.062          8
      1          0               0         90        312      0.065          8
      1          0               0        160        259      0.110          8
      1          0               0        178        590      0.134          8
      1          0               0        106        311      0.076          8
      1          0               0        178        635      0.139          8
      1          0               0        118        316      0.086          8
      1          0               0        144        487      0.106          8
      1          0               0        139        273      0.098          8
      1          0               0         74        300      0.055          8
      1          0               0        249        490      0.186          8
      1          0               0         77        262      0.055          8
      1          0               0        352        678      0.261          8
      1          0               0        218        431      0.156          8
      1          0               0        189        453      0.141          8
      1          0               0        319        833      0.239          8
      1          0               0        227       1014      0.183          8
      1          0               0        215        596      0.169          8
      1          0               0        316        896      0.261          8
