success  collision  collision_obst   makespan   flowtime    runtime     mean_groups     mean_groups_size     number
      1          0               0         55        237      0.079           7.727                 1.31         10
      1          0               0         60        366      0.320          10.917                 1.86         20
      1          0               0         51        389      1.077          10.157                 2.99         30
      1          0               0         51        297      0.085           7.431                 1.41         10
      1          0               0         60        345      0.282          12.083                 1.67         20
      1          0               0         46        333      0.671          13.217                 2.35         30
      1          0               0         26         88      0.040           6.500                 1.56         10
      1          0               0         52        518      0.385           8.192                 2.48         20
      1          0               0         52        394      0.990           8.442                 3.62         30
      1          0               0         35        147      0.052           7.686                 1.32         10
      1          0               0         45        221      0.200          12.578                  1.6         20
      1          0               0         31        231      0.452          11.581                 2.63         30
      1          0               0         25        100      0.037           7.480                 1.35         10
      1          0               0         15        118      0.081          10.600                 1.92         20
      1          0               0         73        654      1.100          12.123                  2.5         30
      1          0               0         63        307      0.093           6.937                 1.48         10
      1          0               0         43        282      0.223          12.163                 1.66         20
      1          0               0         22        167      0.437          10.773                  2.8         30
      1          0               0         49        258      0.079           6.184                 1.65         10
      1          0               0         18        144      0.105           9.833                 2.09         20
      1          0               0         72        612      1.037          11.500                 2.64         30
      1          0               0         51        126      0.073           7.765                  1.3         10
      1          0               0         52        357      0.323           9.635                 2.11         20
      1          0               0         43        404      0.698          10.256                 2.96         30
      1          0               0         62        273      0.084           7.935                 1.28         10
      1          0               0         74        393      0.372          12.716                 1.58         20
      1          0               0         28        178      0.446          13.214                 2.31         30
      1          0               0         43        199      0.070           7.953                 1.27         10
      1          0               0         36        170      0.219          11.111                 1.82         20
      1          0               0         41        372      0.585          13.756                  2.2         30
