success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0         55        237      0.091         10
      1          0               0         60        366      0.327         20
      1          0               0         51        389      0.998         30
      1          0               0         47        306      2.195         40
      1          0               0         45        635      4.576         50
      1          0               0         50        458     13.113         60
      1          0               0         58        508     24.680         70
      1          0               0         22        364     31.495         80
      1          0               0         44        615     91.486         90
      1          0               0         21        506     60.998        100
      1          0               0         51        297      0.084         10
      1          0               0         60        345      0.276         20
      1          0               0         46        333      0.686         30
      1          0               0         41        461      1.035         40
      1          0               0         57        459      3.235         50
      1          0               0         22        289      2.477         60
      1          0               0         49        628      8.914         70
      1          0               0         39        729     13.864         80
      1          0               0         47        947     31.730         90
      1          0               0         57       1257    105.663        100
      1          0               0         26         88      0.040         10
      1          0               0         52        518      0.399         20
      1          0               0         52        394      0.970         30
      1          0               0         53        547      3.610         40
      1          0               0         42        479      5.385         50
      1          0               0         30        304      7.705         60
      1          0               0         34        434     15.174         70
      1          0               0         34        344     25.329         80
      1          0               0         37        612     48.179         90
      1          0               0         30        574     49.554        100
      1          0               0         35        147      0.050         10
      1          0               0         45        221      0.205         20
      1          0               0         31        231      0.438         30
      1          0               0         42        307      1.304         40
      1          0               0         16        250      1.622         50
      1          0               0         29        410      4.733         60
      1          0               0         31        448     13.540         70
      1          0               0         28        386     19.512         80
      1          0               0         15        349     13.849         90
      1          0               0         22        387     31.534        100
      1          0               0         25        100      0.037         10
      1          0               0         15        118      0.083         20
      1          0               0         73        654      1.137         30
      1          0               0         31        238      1.318         40
      1          0               0         51        678      4.326         50
      1          0               0         42        846      8.843         60
      1          0               0         41       1043     14.874         70
      1          0               0         42       1095     21.144         80
      1          0               0         43       1115     44.680         90
      1          0               0         54       1219     79.124        100
      1          0               0         63        307      0.094         10
      1          0               0         43        282      0.238         20
      1          0               0         22        167      0.474         30
      1          0               0         49        412      2.147         40
      1          0               0         40        275      3.647         50
      1          0               0         26        299      4.049         60
      1          0               0         23        343      7.988         70
      1          0               0         48        685     27.067         80
      1          0               0         51        745     71.509         90
      1          0               0         40        943     85.621        100
      1          0               0         49        258      0.081         10
      1          0               0         18        144      0.100         20
      1          0               0         72        612      1.059         30
      1          0               0         51        516      1.968         40
      1          0               0         14        234      1.616         50
      1          0               0         54        609     17.210         60
      1          0               0         70        844     36.385         70
      1          0               0         41        545     39.732         80
      1          0               0         37        583     53.736         90
      1          0               0         39        594     80.135        100
      1          0               0         51        126      0.072         10
      1          0               0         52        357      0.316         20
      1          0               0         43        404      0.683         30
      1          0               0         17        196      0.698         40
      1          0               0         51        526      4.656         50
      1          0               0         56        575     13.007         60
      1          0               0         30        389     13.678         70
      1          0               0         37        476     26.756         80
      1          0               0         46        676     47.440         90
      1          0               0         40        704     58.502        100
      1          0               0         62        273      0.085         10
      1          0               0         74        393      0.331         20
      1          0               0         28        178      0.377         30
      1          0               0         24        324      1.024         40
      1          0               0         50        510      7.571         50
      1          0               0         45        611     12.048         60
      1          0               0         44        546     19.026         70
      1          0               0         37        568     34.291         80
      1          0               0         37        501     49.368         90
      1          0               0         38        414     70.847        100
      1          0               0         43        199      0.061         10
      1          0               0         36        170      0.174         20
      1          0               0         41        372      0.492         30
      1          0               0         33        319      1.004         40
      1          0               0         37        404      2.759         50
      1          0               0         35        459      8.643         60
      1          0               0         35        467     16.167         70
      1          0               0         57        742     39.080         80
      1          0               0         37        562     57.930         90
      1          0               0         36        568     76.455        100
      1          0               0         40        149      0.055         10
      1          0               0         35        230      0.166         20
