success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0         48        130      0.047          5
      1          0               0         44        106      0.027          5
      1          0               0         44        112      0.025          5
      1          0               0         33        117      0.021          5
      1          0               0         45        102      0.028          5
      1          0               0         51        188      0.043          7
      1          0               0         49        125      0.037          7
      1          0               0         47        170      0.048          7
      1          0               0         86        279      0.082          7
      1          0               0         32        104      0.025          7
      1          0               0         49        232      0.065          9
      1          0               0         78        343      0.109          9
      1          0               0         76        283      0.154          9
      1          0               0         63        220      0.115          9
      1          0               0         60        210      0.123          9
