success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0        110        257      0.068          5
      1          0               0         45        157      0.031          5
      1          0               0         80        240      0.052          5
      1          0               0        168        248      0.102          5
      1          0               0        179        503      0.108          5
      1          0               0        374        667      0.552         10
      1          0               0        175        435      0.246         10
      1          0               0        115        416      0.164         10
      1          0               0        150        553      0.206         10
      1          0               0         85        315      0.119         10
      1          0               0        120        637      0.286         15
      1          0               0        292       1030      0.844         15
      1          0               0        166        680      0.417         15
      1          0               0        102        787      0.239         15
      1          0               0        232        910      0.704         15
      1          0               0        247       1277      0.917         20
      1          0               0         85        706      0.383         20
      1          0               0        250       1433      0.942         20
      1          0               0        104        776      0.347         20
      1          0               0        358       1637      1.354         20
      1          0               0        276       1765      1.421         25
      1          0               0         90        968      0.486         25
      1          0               0        256       1605      1.404         25
      1          0               0        174       1163      0.770         25
      1          0               0        367       2761      1.932         25
