success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0         30        172      0.057         10
      1          0               0         30        335      0.176         20
      1          0               0         30        496      0.430         30
      1          0               0         40        201      0.071         10
      1          0               0         46        476      0.259         20
      1          0               0         45        765      0.539         30
      1          0               0         36        202      0.070         10
      1          0               0         54        443      0.301         20
      1          0               0         54        689      0.658         30
      1          0               0         25        137      0.047         10
      1          0               0         34        354      0.192         20
      1          0               0         45        608      0.528         30
      1          0               0         40        228      0.073         10
      1          0               0         40        449      0.225         20
      1          0               0         40        650      0.522         30
      1          0               0         47        279      0.119         10
      1          0               0         47        479      0.258         20
      1          0               0         47        652      0.529         30
      1          0               0         53        298      0.092         10
      1          0               0         53        506      0.283         20
      1          0               0         53        754      0.601         30
      1          0               0         31        166      0.055         10
      1          0               0         40        326      0.207         20
      1          0               0         41        579      0.470         30
      1          0               0         47        238      0.085         10
      1          0               0         47        465      0.256         20
      1          0               0         47        712      0.549         30
      1          0               0         37        243      0.067         10
      1          0               0         41        467      0.229         20
      1          0               0         52        765      0.640         30
