number               collision            collision_obst       flowtime             makespan             run_time             success              sum_of_dists         max_dist            
30                   0                    0                    188                  10                   0.0                  100                  182.0                10.0                
30                   0                    0                    193                  12                   0.0                  100                  181.0                12.0                
30                   0                    0                    243                  16                   0.0                  100                  241.0                16.0                
30                   0                    0                    279                  14                   0.0                  100                  271.0                14.0                
30                   0                    0                    173                  10                   0.0                  100                  169.0                10.0                
30                   0                    0                    193                  10                   0.0                  100                  192.0                10.0                
30                   0                    0                    219                  11                   0.0                  100                  218.0                11.0                
30                   0                    0                    229                  16                   0.0                  100                  225.0                16.0                
30                   0                    0                    179                  13                   0.0                  100                  176.0                12.0                
30                   0                    0                    267                  14                   0.0                  100                  259.0                14.0                
30                   0                    0                    264                  13                   0.0                  100                  257.0                13.0                
30                   0                    0                    224                  12                   0.0                  100                  220.0                12.0                
30                   0                    0                    188                  16                   0.0                  100                  186.0                16.0                
30                   0                    0                    272                  17                   0.0                  100                  271.0                17.0                
30                   0                    0                    231                  12                   0.0                  100                  227.0                12.0                
30                   0                    0                    196                  15                   0.0                  100                  190.0                15.0                
30                   0                    0                    153                  10                   0.0                  100                  153.0                10.0                
30                   0                    0                    215                  11                   0.0                  100                  215.0                11.0                
30                   0                    0                    200                  11                   0.0                  100                  200.0                11.0                
30                   0                    0                    255                  14                   0.0                  100                  252.0                14.0                
30                   0                    0                    187                  11                   0.0                  100                  179.0                11.0                
30                   0                    0                    172                  10                   0.0                  100                  170.0                10.0                
30                   0                    0                    191                  14                   0.0                  100                  185.0                14.0                
30                   0                    0                    227                  13                   0.0                  100                  224.0                12.0                
30                   0                    0                    229                  14                   0.0                  100                  213.0                13.0                
30                   0                    0                    249                  15                   0.0                  100                  239.0                14.0                
30                   0                    0                    268                  16                   0.0                  100                  255.0                16.0                
30                   0                    0                    275                  14                   0.0                  100                  270.0                14.0                
30                   0                    0                    230                  13                   0.0                  100                  218.0                13.0                
30                   0                    0                    195                  11                   0.0                  100                  193.0                11.0                
30                   0                    0                    229                  13                   0.0                  100                  223.0                13.0                
30                   0                    0                    153                  11                   0.0                  100                  153.0                11.0                
30                   0                    0                    237                  14                   0.0                  100                  236.0                14.0                
30                   0                    0                    257                  15                   0.0                  100                  257.0                15.0                
30                   0                    0                    232                  15                   0.0                  100                  232.0                15.0                
30                   0                    0                    219                  12                   0.0                  100                  210.0                12.0                
30                   0                    0                    227                  13                   0.0                  100                  226.0                13.0                
30                   0                    0                    206                  12                   0.0                  100                  203.0                12.0                
30                   0                    0                    174                  11                   0.0                  100                  166.0                11.0                
30                   0                    0                    226                  16                   0.0                  100                  215.0                16.0                
30                   0                    0                    288                  17                   0.0                  100                  285.0                16.0                
30                   0                    0                    192                  15                   0.0                  100                  184.0                15.0                
30                   0                    0                    276                  19                   0.0                  100                  265.0                19.0                
30                   0                    0                    222                  14                   0.0                  100                  218.0                13.0                
30                   0                    0                    201                  13                   0.0                  100                  199.0                13.0                
30                   0                    0                    144                  10                   0.0                  100                  143.0                10.0                
30                   0                    0                    205                  16                   0.0                  100                  202.0                16.0                
30                   0                    0                    186                  12                   0.0                  100                  180.0                12.0                
30                   0                    0                    174                  12                   0.0                  100                  173.0                12.0                
30                   0                    0                    303                  15                   0.0                  100                  298.0                15.0                
30                   0                    0                    283                  17                   0.0                  100                  270.0                15.0                
30                   0                    0                    186                  13                   0.0                  100                  186.0                13.0                
30                   0                    0                    140                  10                   0.0                  100                  137.0                10.0                
30                   0                    0                    176                  10                   0.0                  100                  176.0                10.0                
30                   0                    0                    210                  14                   0.0                  100                  205.0                14.0                
30                   0                    0                    272                  20                   0.0                  100                  252.0                20.0                
30                   0                    0                    158                  10                   0.0                  100                  156.0                10.0                
30                   0                    0                    171                  12                   0.0                  100                  169.0                12.0                
30                   0                    0                    188                  10                   0.0                  100                  185.0                10.0                
30                   0                    0                    163                  12                   0.0                  100                  162.0                12.0                
30                   0                    0                    130                  12                   0.0                  100                  129.0                12.0                
30                   0                    0                    137                  12                   0.0                  100                  135.0                12.0                
30                   0                    0                    213                  12                   0.0                  100                  211.0                12.0                
30                   0                    0                    229                  15                   0.0                  100                  217.0                15.0                
30                   0                    0                    250                  16                   0.0                  100                  247.0                16.0                
30                   0                    0                    213                  15                   0.0                  100                  213.0                15.0                
30                   0                    0                    150                  9                    0.0                  100                  147.0                9.0                 
30                   0                    0                    184                  11                   0.0                  100                  179.0                11.0                
30                   0                    0                    157                  9                    0.0                  100                  154.0                9.0                 
30                   0                    0                    206                  11                   0.0                  100                  202.0                11.0                
30                   0                    0                    195                  12                   0.0                  100                  191.0                11.0                
30                   0                    0                    136                  10                   0.0                  100                  133.0                10.0                
30                   0                    0                    190                  12                   0.0                  100                  181.0                12.0                
30                   0                    0                    217                  12                   0.0                  100                  214.0                12.0                
30                   0                    0                    240                  16                   0.0                  100                  231.0                15.0                
30                   0                    0                    226                  14                   0.0                  100                  209.0                13.0                
30                   0                    0                    217                  13                   0.0                  100                  216.0                13.0                
30                   0                    0                    199                  16                   0.0                  100                  193.0                16.0                
30                   0                    0                    210                  14                   0.0                  100                  203.0                13.0                
30                   0                    0                    273                  15                   0.0                  100                  236.0                15.0                
30                   0                    0                    212                  15                   0.0                  100                  206.0                15.0                
30                   0                    0                    164                  13                   0.0                  100                  158.0                13.0                
30                   0                    0                    133                  11                   0.0                  100                  133.0                11.0                
30                   0                    0                    160                  16                   0.0                  100                  160.0                16.0                
30                   0                    0                    144                  13                   0.0                  100                  144.0                13.0                
30                   0                    0                    183                  12                   0.0                  100                  181.0                12.0                
30                   0                    0                    202                  12                   0.0                  100                  201.0                11.0                
30                   0                    0                    291                  17                   0.0                  100                  279.0                17.0                
30                   0                    0                    214                  12                   0.0                  100                  213.0                12.0                
30                   0                    0                    157                  10                   0.0                  100                  152.0                10.0                
30                   0                    0                    188                  10                   0.0                  100                  186.0                10.0                
30                   0                    0                    218                  12                   0.0                  100                  205.0                12.0                
30                   0                    0                    192                  12                   0.0                  100                  191.0                12.0                
30                   0                    0                    192                  14                   0.0                  100                  190.0                13.0                
30                   0                    0                    183                  13                   0.0                  100                  174.0                13.0                
30                   0                    0                    155                  11                   0.0                  100                  155.0                11.0                
30                   0                    0                    259                  14                   0.0                  100                  250.0                14.0                
30                   0                    0                    204                  12                   0.0                  100                  202.0                12.0                
30                   0                    0                    241                  16                   0.0                  100                  234.0                16.0                
30                   0                    0                    176                  11                   0.0                  100                  169.0                11.0                
30                   0                    0                    195                  14                   0.0                  100                  192.0                14.0                
30                   0                    0                    193                  12                   0.0                  100                  182.0                12.0                
30                   0                    0                    195                  14                   0.0                  100                  193.0                13.0                
30                   0                    0                    167                  10                   0.0                  100                  164.0                10.0                
30                   0                    0                    184                  11                   0.0                  100                  182.0                11.0                
30                   0                    0                    174                  9                    0.0                  100                  170.0                9.0                 
30                   0                    0                    165                  11                   0.0                  100                  165.0                11.0                
30                   0                    0                    185                  9                    0.0                  100                  184.0                9.0                 
30                   0                    0                    191                  13                   0.0                  100                  185.0                13.0                
30                   0                    0                    274                  15                   0.0                  100                  271.0                15.0                
30                   0                    0                    191                  11                   0.0                  100                  183.0                11.0                
30                   0                    0                    214                  12                   0.0                  100                  203.0                12.0                
30                   0                    0                    220                  15                   0.0                  100                  212.0                14.0                
30                   0                    0                    225                  15                   0.0                  100                  210.0                15.0                
30                   0                    0                    263                  16                   0.0                  100                  253.0                16.0                
30                   0                    0                    230                  15                   0.0                  100                  226.0                15.0                
30                   0                    0                    220                  12                   0.0                  100                  219.0                12.0                
30                   0                    0                    204                  16                   0.0                  100                  203.0                16.0                
30                   0                    0                    232                  15                   0.0                  100                  229.0                15.0                
30                   0                    0                    205                  15                   0.0                  100                  201.0                15.0                
30                   0                    0                    161                  10                   0.0                  100                  160.0                10.0                
30                   0                    0                    233                  16                   0.0                  100                  229.0                16.0                
30                   0                    0                    185                  10                   0.0                  100                  181.0                10.0                
30                   0                    0                    239                  13                   0.0                  100                  233.0                13.0                
30                   0                    0                    223                  13                   0.0                  100                  222.0                13.0                
30                   0                    0                    182                  13                   0.0                  100                  177.0                13.0                
30                   0                    0                    165                  13                   0.0                  100                  165.0                13.0                
30                   0                    0                    165                  10                   0.0                  100                  164.0                10.0                
30                   0                    0                    192                  10                   0.0                  100                  184.0                10.0                
30                   0                    0                    177                  10                   0.0                  100                  172.0                10.0                
30                   0                    0                    158                  13                   0.0                  100                  158.0                13.0                
30                   0                    0                    217                  16                   0.0                  100                  214.0                16.0                
30                   0                    0                    195                  12                   0.0                  100                  195.0                12.0                
30                   0                    0                    180                  12                   0.0                  100                  176.0                12.0                
30                   0                    0                    173                  11                   0.0                  100                  173.0                11.0                
30                   0                    0                    184                  13                   0.0                  100                  182.0                12.0                
30                   0                    0                    245                  16                   0.0                  100                  234.0                15.0                
30                   0                    0                    227                  13                   0.0                  100                  224.0                12.0                
30                   0                    0                    207                  13                   0.0                  100                  207.0                13.0                
30                   0                    0                    288                  14                   0.0                  100                  281.0                14.0                
30                   0                    0                    208                  12                   0.0                  100                  204.0                12.0                
30                   0                    0                    158                  10                   0.0                  100                  157.0                10.0                
30                   0                    0                    159                  15                   0.0                  100                  157.0                15.0                
30                   0                    0                    183                  16                   0.0                  100                  171.0                16.0                
30                   0                    0                    221                  12                   0.0                  100                  217.0                12.0                
30                   0                    0                    239                  13                   0.0                  100                  228.0                13.0                
30                   0                    0                    161                  12                   0.0                  100                  160.0                12.0                
30                   0                    0                    221                  14                   0.0                  100                  219.0                14.0                
30                   0                    0                    179                  12                   0.0                  100                  179.0                12.0                
30                   0                    0                    180                  12                   0.0                  100                  171.0                12.0                
30                   0                    0                    251                  14                   0.0                  100                  247.0                14.0                
30                   0                    0                    190                  12                   0.0                  100                  189.0                12.0                
30                   0                    0                    184                  13                   0.0                  100                  183.0                12.0                
30                   0                    0                    363                  18                   0.0                  100                  357.0                17.0                
30                   0                    0                    184                  11                   0.0                  100                  182.0                10.0                
30                   0                    0                    209                  17                   0.0                  100                  204.0                17.0                
30                   0                    0                    179                  11                   0.0                  100                  179.0                11.0                
30                   0                    0                    279                  15                   0.0                  100                  270.0                15.0                
30                   0                    0                    212                  13                   0.0                  100                  205.0                13.0                
30                   0                    0                    260                  16                   0.0                  100                  255.0                16.0                
30                   0                    0                    205                  12                   0.0                  100                  201.0                12.0                
30                   0                    0                    208                  14                   0.0                  100                  207.0                14.0                
30                   0                    0                    159                  10                   0.0                  100                  154.0                10.0                
30                   0                    0                    148                  10                   0.0                  100                  143.0                10.0                
30                   0                    0                    254                  12                   0.0                  100                  248.0                12.0                
30                   0                    0                    268                  17                   0.0                  100                  254.0                16.0                
40                   0                    0                    195                  10                   0.0                  100                  194.0                10.0                
40                   0                    0                    200                  10                   0.0                  100                  197.0                10.0                
40                   0                    0                    264                  17                   0.001                100                  259.0                17.0                
40                   0                    0                    217                  11                   0.0                  100                  206.0                11.0                
40                   0                    0                    281                  13                   0.0                  100                  270.0                13.0                
40                   0                    0                    204                  11                   0.0                  100                  202.0                10.0                
40                   0                    0                    179                  9                    0.0                  100                  175.0                9.0                 
40                   0                    0                    219                  10                   0.0                  100                  215.0                10.0                
40                   0                    0                    234                  10                   0.0                  100                  230.0                10.0                
40                   0                    0                    242                  12                   0.0                  100                  239.0                12.0                
40                   0                    0                    230                  11                   0.0                  100                  219.0                11.0                
40                   0                    0                    245                  15                   0.001                100                  241.0                13.0                
40                   0                    0                    211                  10                   0.0                  100                  208.0                10.0                
40                   0                    0                    220                  11                   0.0                  100                  213.0                11.0                
40                   0                    0                    274                  12                   0.0                  100                  265.0                12.0                
40                   0                    0                    293                  12                   0.0                  100                  283.0                11.0                
40                   0                    0                    221                  10                   0.0                  100                  213.0                10.0                
40                   0                    0                    285                  14                   0.0                  100                  272.0                14.0                
40                   0                    0                    238                  12                   0.0                  100                  227.0                12.0                
40                   0                    0                    275                  11                   0.0                  100                  268.0                11.0                
40                   0                    0                    239                  13                   0.0                  100                  235.0                13.0                
40                   0                    0                    206                  9                    0.0                  100                  197.0                9.0                 
40                   0                    0                    211                  12                   0.0                  100                  201.0                12.0                
40                   0                    0                    281                  12                   0.0                  100                  262.0                12.0                
40                   0                    0                    191                  8                    0.0                  100                  191.0                8.0                 
40                   0                    0                    179                  10                   0.0                  100                  175.0                10.0                
40                   0                    0                    261                  12                   0.0                  100                  258.0                12.0                
40                   0                    0                    225                  13                   0.0                  100                  225.0                13.0                
40                   0                    0                    235                  12                   0.0                  100                  219.0                11.0                
40                   0                    0                    278                  13                   0.0                  100                  274.0                12.0                
40                   0                    0                    256                  12                   0.0                  100                  255.0                12.0                
40                   0                    0                    283                  11                   0.0                  100                  262.0                11.0                
40                   0                    0                    167                  11                   0.0                  100                  164.0                11.0                
40                   0                    0                    266                  12                   0.0                  100                  257.0                11.0                
40                   0                    0                    219                  10                   0.0                  100                  218.0                10.0                
40                   0                    0                    202                  10                   0.0                  100                  199.0                10.0                
40                   0                    0                    246                  11                   0.0                  100                  245.0                11.0                
40                   0                    0                    266                  12                   0.0                  100                  260.0                12.0                
40                   0                    0                    304                  13                   0.0                  100                  285.0                13.0                
40                   0                    0                    204                  12                   0.0                  100                  194.0                12.0                
40                   0                    0                    237                  12                   0.0                  100                  225.0                10.0                
40                   0                    0                    213                  11                   0.0                  100                  210.0                11.0                
40                   0                    0                    233                  12                   0.0                  100                  229.0                12.0                
40                   0                    0                    260                  12                   0.0                  100                  259.0                12.0                
40                   0                    0                    245                  13                   0.001                100                  219.0                13.0                
40                   0                    0                    207                  9                    0.0                  100                  206.0                9.0                 
40                   0                    0                    170                  9                    0.0                  100                  165.0                9.0                 
40                   0                    0                    250                  12                   0.0                  100                  240.0                12.0                
40                   0                    0                    204                  13                   0.0                  100                  201.0                12.0                
40                   0                    0                    228                  11                   0.0                  100                  212.0                11.0                
40                   0                    0                    359                  16                   0.001                100                  335.0                16.0                
40                   0                    0                    253                  13                   0.0                  100                  239.0                12.0                
40                   0                    0                    236                  11                   0.0                  100                  220.0                11.0                
40                   0                    0                    265                  12                   0.0                  100                  264.0                12.0                
40                   0                    0                    227                  11                   0.0                  100                  218.0                11.0                
40                   0                    0                    318                  12                   0.0                  100                  300.0                12.0                
40                   0                    0                    290                  14                   0.0                  100                  266.0                12.0                
40                   0                    0                    256                  12                   0.0                  100                  234.0                12.0                
40                   0                    0                    223                  9                    0.0                  100                  215.0                9.0                 
40                   0                    0                    188                  11                   0.0                  100                  187.0                11.0                
40                   0                    0                    211                  9                    0.0                  100                  205.0                8.0                 
40                   0                    0                    181                  10                   0.0                  100                  176.0                9.0                 
40                   0                    0                    242                  11                   0.0                  100                  226.0                11.0                
40                   0                    0                    202                  9                    0.0                  100                  202.0                9.0                 
40                   0                    0                    220                  10                   0.0                  100                  220.0                10.0                
40                   0                    0                    267                  13                   0.001                100                  248.0                13.0                
40                   0                    0                    208                  12                   0.0                  100                  206.0                11.0                
40                   0                    0                    233                  12                   0.0                  100                  224.0                12.0                
40                   0                    0                    308                  14                   0.0                  100                  293.0                14.0                
40                   0                    0                    339                  13                   0.001                100                  325.0                13.0                
40                   0                    0                    225                  9                    0.0                  100                  214.0                9.0                 
40                   0                    0                    219                  10                   0.0                  100                  214.0                10.0                
40                   0                    0                    279                  13                   0.0                  100                  267.0                13.0                
