success  collision  collision_obst   makespan   flowtime    runtime     number
      1          0               0        109        555      0.163         10
      1          0               0        108       1039      0.177         20
      1          0               0        109       1648      0.273         30
      1          0               0        109       2162      0.367         40
      1          0               0        109       2680      0.482         50
      1          0               0        109       3347      0.580         60
      1          0               0        109       4032      0.704         70
      1          0               0        114       4697      0.869         80
      1          0               0        117       5345      1.201         90
      1          0               0        116       5990      1.356        100
      1          0               0         94        552      0.106         10
      1          0               0        122       1294      0.196         20
      1          0               0        122       1830      0.325         30
      1          0               0        122       2381      0.404         40
      1          0               0        123       3081      0.543         50
      1          0               0        124       3898      0.673         60
      1          0               0        123       4503      0.821         70
      1          0               0        122       5043      1.058         80
      1          0               0        121       5624      1.263         90
      1          0               0        125       6491      1.584        100
      1          0               0        103        696      0.090         10
      1          0               0        103       1193      0.174         20
      1          0               0        104       1621      0.265         30
      1          0               0        104       2275      0.369         40
      1          0               0        105       2831      0.478         50
      1          0               0        106       3296      0.584         60
      1          0               0        104       3885      0.716         70
      1          0               0        104       4572      0.939         80
      1          0               0        107       5371      1.238         90
      1          0               0        110       6148      1.593        100
      1          0               0         80        517      0.068         10
      1          0               0        102       1087      0.165         20
      1          0               0        112       1922      0.279         30
      1          0               0        112       2617      0.401         40
      1          0               0        107       3189      0.531         50
      1          0               0        111       3797      0.668         60
      1          0               0        106       4333      0.775         70
      1          0               0        108       5251      1.009         80
      1          0               0        114       5891      1.350         90
      1          0               0        111       6498      1.547        100
      1          0               0         99        702      0.087         10
      1          0               0         97       1413      0.167         20
      1          0               0         99       1974      0.253         30
      1          0               0         98       2621      0.338         40
      1          0               0        111       3199      0.490         50
      1          0               0        111       3990      0.622         60
      1          0               0        112       4551      0.776         70
      1          0               0        110       4986      0.887         80
      1          0               0        115       5655      1.075         90
      1          0               0        117       6272      1.329        100
      1          0               0         93        623      0.081         10
      1          0               0        109       1098      0.182         20
      1          0               0        108       1544      0.272         30
      1          0               0        109       2059      0.367         40
      1          0               0        114       2635      0.499         50
      1          0               0        112       3406      0.631         60
      1          0               0        111       4006      0.766         70
      1          0               0        130       4824      1.046         80
      1          0               0        128       5551      1.292         90
      1          0               0        130       6077      1.563        100
      1          0               0        103        539      0.086         10
      1          0               0        103       1191      0.200         20
      1          0               0        102       1689      0.286         30
      1          0               0        103       2284      0.358         40
      1          0               0        103       2901      0.479         50
      1          0               0        103       3481      0.618         60
      1          0               0        103       4205      0.821         70
      1          0               0        117       4963      1.116         80
      1          0               0        116       5733      1.429         90
      1          0               0        115       6371      1.671        100
      1          0               0         63        369      0.053         10
      1          0               0         94        983      0.152         20
      1          0               0         95       1500      0.244         30
      1          0               0        119       2126      0.438         40
      1          0               0        116       2658      0.537         50
      1          0               0        117       3157      0.656         60
      1          0               0        120       3855      0.836         70
      1          0               0        120       4563      1.014         80
      1          0               0        119       5125      1.137         90
      1          0               0        119       5720      1.487        100
      1          0               0         91        572      0.078         10
      1          0               0        109       1312      0.180         20
      1          0               0        109       1936      0.279         30
      1          0               0        110       2477      0.386         40
      1          0               0        109       3124      0.506         50
      1          0               0        109       3813      0.666         60
      1          0               0        110       4586      0.821         70
      1          0               0        110       5243      1.036         80
      1          0               0        109       5738      1.197         90
      1          0               0        111       6396      1.547        100
      1          0               0         84        507      0.073         10
      1          0               0        101       1126      0.171         20
      1          0               0        100       1666      0.253         30
      1          0               0         99       2230      0.354         40
      1          0               0        100       2811      0.449         50
      1          0               0        111       3386      0.604         60
      1          0               0        112       3976      0.769         70
      1          0               0        108       4562      0.940         80
      1          0               0        110       5280      1.055         90
      1          0               0        111       5920      1.306        100
