number               collision            collision_obst       flowtime             makespan             run_time             success              sum_of_dists         max_dist            
10                   0                    0                    179                  28                   0.0                  100                  177.0                27.0                
10                   0                    0                    237                  61                   0.0                  100                  237.0                61.0                
10                   0                    0                    376                  59                   0.0                  100                  376.0                59.0                
10                   0                    0                    186                  43                   0.0                  100                  182.0                43.0                
10                   0                    0                    202                  51                   0.0                  100                  202.0                51.0                
10                   0                    0                    187                  35                   0.0                  100                  181.0                35.0                
10                   0                    0                    345                  71                   0.0                  100                  343.0                70.0                
10                   0                    0                    242                  51                   0.0                  100                  233.0                51.0                
10                   0                    0                    337                  56                   0.0                  100                  337.0                56.0                
10                   0                    0                    204                  29                   0.0                  100                  204.0                29.0                
10                   0                    0                    138                  34                   0.0                  100                  138.0                34.0                
10                   0                    0                    192                  47                   0.0                  100                  192.0                47.0                
10                   0                    0                    365                  52                   0.0                  100                  365.0                52.0                
10                   0                    0                    404                  68                   0.0                  100                  375.0                68.0                
10                   0                    0                    202                  37                   0.0                  100                  201.0                37.0                
10                   0                    0                    329                  49                   0.0                  100                  326.0                49.0                
10                   0                    0                    160                  38                   0.0                  100                  154.0                38.0                
10                   0                    0                    220                  46                   0.0                  100                  219.0                46.0                
10                   0                    0                    157                  31                   0.0                  100                  157.0                31.0                
10                   0                    0                    259                  58                   0.0                  100                  257.0                57.0                
10                   0                    0                    259                  46                   0.0                  100                  247.0                46.0                
10                   0                    0                    192                  34                   0.0                  100                  192.0                34.0                
10                   0                    0                    181                  49                   0.0                  100                  181.0                49.0                
10                   0                    0                    185                  34                   0.0                  100                  182.0                34.0                
10                   0                    0                    198                  30                   0.0                  100                  195.0                30.0                
10                   0                    0                    254                  49                   0.0                  100                  233.0                49.0                
10                   0                    0                    234                  29                   0.0                  100                  234.0                29.0                
10                   0                    0                    98                   24                   0.0                  100                  98.0                 24.0                
10                   0                    0                    306                  53                   0.0                  100                  305.0                53.0                
10                   0                    0                    135                  29                   0.0                  100                  135.0                29.0                
10                   0                    0                    245                  52                   0.0                  100                  245.0                52.0                
10                   0                    0                    247                  54                   0.0                  100                  247.0                54.0                
10                   0                    0                    149                  34                   0.0                  100                  149.0                34.0                
10                   0                    0                    159                  35                   0.0                  100                  159.0                35.0                
10                   0                    0                    362                  55                   0.0                  100                  355.0                55.0                
10                   0                    0                    240                  43                   0.0                  100                  240.0                43.0                
10                   0                    0                    143                  30                   0.0                  100                  143.0                30.0                
10                   0                    0                    181                  42                   0.0                  100                  181.0                42.0                
10                   0                    0                    186                  37                   0.0                  100                  185.0                37.0                
10                   0                    0                    146                  34                   0.0                  100                  146.0                34.0                
10                   0                    0                    215                  48                   0.0                  100                  215.0                48.0                
10                   0                    0                    152                  29                   0.0                  100                  152.0                29.0                
10                   0                    0                    171                  47                   0.0                  100                  171.0                47.0                
10                   0                    0                    164                  33                   0.0                  100                  159.0                33.0                
10                   0                    0                    234                  40                   0.0                  100                  234.0                40.0                
10                   0                    0                    121                  30                   0.0                  100                  120.0                30.0                
10                   0                    0                    354                  55                   0.0                  100                  354.0                55.0                
10                   0                    0                    169                  24                   0.0                  100                  169.0                24.0                
10                   0                    0                    167                  32                   0.0                  100                  161.0                32.0                
10                   0                    0                    186                  33                   0.0                  100                  186.0                33.0                
10                   0                    0                    175                  33                   0.0                  100                  175.0                33.0                
10                   0                    0                    172                  30                   0.0                  100                  172.0                30.0                
10                   0                    0                    173                  36                   0.0                  100                  172.0                36.0                
10                   0                    0                    183                  32                   0.0                  100                  183.0                32.0                
10                   0                    0                    182                  34                   0.0                  100                  182.0                34.0                
10                   0                    0                    150                  34                   0.0                  100                  150.0                34.0                
10                   0                    0                    194                  29                   0.0                  100                  193.0                29.0                
10                   0                    0                    246                  41                   0.0                  100                  245.0                41.0                
10                   0                    0                    193                  39                   0.0                  100                  193.0                39.0                
10                   0                    0                    178                  32                   0.0                  100                  177.0                32.0                
10                   0                    0                    290                  56                   0.0                  100                  255.0                56.0                
10                   0                    0                    263                  51                   0.0                  100                  263.0                51.0                
10                   0                    0                    208                  57                   0.0                  100                  207.0                57.0                
10                   0                    0                    176                  32                   0.0                  100                  176.0                32.0                
10                   0                    0                    151                  32                   0.0                  100                  151.0                32.0                
10                   0                    0                    137                  29                   0.0                  100                  126.0                29.0                
10                   0                    0                    258                  44                   0.0                  100                  228.0                44.0                
