success  collision  collision_obst   makespan   flowtime    runtime     mean_groups     mean_groups_size     number
      1          0               0         77        239      0.150           6.766                 1.53         10
      1          0               0         48        241      0.454           6.375                 3.24         20
      1          0               0         88        547      4.514           3.386                 9.34         30
      1          0               0         85        920     17.464           2.106                 19.3         40
      1          0               0         53        577     20.426           2.000                 26.6         50
      1          0               0         66       1002     47.154           1.909                 33.6         60
      1          0               0         62       1053     66.453           1.032                 68.9         70
      1          0               0         64        774    106.731           1.031                 78.8         80
      1          0               0         96       1428    235.044           1.021                 89.1         90
      1          0               0         71       1217    240.529           1.028                 98.6        100
      1          0               0         88        333      0.156           6.080                 1.67         10
      1          0               0         93        477      0.872           4.570                 4.84         20
      1          0               0         73        497      2.603           4.918                 6.28         30
      1          0               0         73        611      7.834           3.479                 12.2         40
      1          0               0         66        570     22.353           2.409                 23.5         50
      1          0               0         32        466     22.195           1.719                 38.4         60
      1          0               0         65        891     72.490           1.646                 47.4         70
      1          0               0         68        841    109.562           1.824                 47.1         80
      1          0               0         84       1715    208.631           1.000                 90.0         90
      1          0               0         98       2000    334.763           1.000                1e+02        100
      1          0               0         44        199      0.076           6.250                 1.65         10
      1          0               0         36        234      0.304           8.306                 2.48         20
      1          0               0         60        416      2.305           6.117                 5.16         30
      1          0               0         91        708     10.400           4.275                 9.71         40
      1          0               0         70        825     19.484           2.629                 20.1         50
      1          0               0         54        577     39.524           1.000                 60.0         60
      1          0               0         92        747    106.703           1.000                 70.0         70
      1          0               0         30        438     50.573           1.000                 80.0         80
      1          0               0         61        717    152.117           1.000                 90.0         90
      1          0               0         50        701    167.261           1.000                1e+02        100
      1          0               0         98        327      0.171           6.408                 1.63         10
      1          0               0         85        475      0.620           7.894                  2.6         20
      1          0               0        103        912      4.401           5.689                 5.42         30
      1          0               0         93       1102     17.112           3.419                 12.6         40
      1          0               0         84       1408     29.258           2.869                 20.8         50
      1          0               0         87       1302     60.888           1.046                 59.1         60
      1          0               0         91       1546    105.964           1.000                 70.0         70
      1          0               0        106       2282    180.362           1.000                 80.0         80
      1          0               0         77       2119    186.382           1.000                 90.0         90
      1          0               0         67       1454    226.453           1.000                1e+02        100
      1          0               0         64        157      0.120           6.281                  1.6         10
      1          0               0         64        482      0.577           8.344                 2.48         20
      1          0               0         67        607      3.704           5.015                 6.25         30
      1          0               0         46        509      6.231           3.543                 12.3         40
      1          0               0         34        497     12.009           2.059                 26.8         50
      1          0               0         73        930     51.859           1.123                 56.3         60
      1          0               0         64       1115     72.285           1.125                 65.6         70
      1          0               0         63       1042    106.842           1.048                 78.1         80
      1          0               0         60       1022    149.300           1.017                 89.2         90
      1          0               0         67       1053    222.408           1.000                1e+02        100
      1          0               0         58        271      0.097           6.086                 1.66         10
      1          0               0        102        534      1.384           5.353                 3.93         20
      1          0               0         83        526      4.235           4.024                 8.21         30
      1          0               0         41        396      6.573           2.171                 23.2         40
      1          0               0         43        440     15.336           1.674                 33.5         50
      1          0               0         44        582     32.057           1.000                 60.0         60
      1          0               0         62        967     71.197           1.000                 70.0         70
      1          0               0         52        763     89.252           1.000                 80.0         80
      1          0               0         73        737    182.631           1.000                 90.0         90
      1          0               0         75       1056    255.635           1.000                1e+02        100
      1          0               0         52        200      0.087           5.885                 1.72         10
      1          0               0         64        383      0.628           6.516                 3.17         20
      1          0               0         71        507      3.788           3.690                 8.67         30
      1          0               0         62        800     12.168           1.532                 31.3         40
      1          0               0         58        868     22.409           1.759                 33.9         50
      1          0               0         70        920     48.905           1.257                 52.9         60
      1          0               0         66       1379     74.917           1.348                 57.8         70
      1          0               0         67       1592    111.949           1.164                 73.4         80
      1          0               0         86       1657    213.523           1.256                 78.5         90
      1          0               0         70       1807    241.230           1.114                 94.3        100
      1          0               0        142        722      0.256           5.634                 1.83         10
      1          0               0         94        775      0.598           8.915                 2.26         20
      1          0               0         97       1020      4.178           5.000                 6.33         30
      1          0               0         78       1054      8.029           4.462                 9.28         40
      1          0               0         89       1377     25.773           2.865                 18.8         50
      1          0               0         84       1140     51.982           1.714                 38.8         60
      1          0               0         65        995     64.789           1.508                 52.2         70
      1          0               0         79       1580    118.448           1.456                 61.8         80
      1          0               0         97       1592    240.412           1.000                 90.0         90
      1          0               0         52       1129    174.244           1.000                1e+02        100
      1          0               0        137        518      0.265           5.679                  1.8         10
      1          0               0         64        409      0.800           4.141                 5.17         20
      1          0               0         89        711      6.486           2.483                 13.0         30
      1          0               0         90        877     13.406           2.611                 16.4         40
      1          0               0         78       1247     28.330           2.474                 21.7         50
      1          0               0         46        716     29.309           1.957                 31.7         60
